devicename	Time	iOSApp State	iC3 Zone	Interval	Travel Time	Distance	Text
richards_iphone	6:09:05p	Away	Away	3 min	-	2.68 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@6:08:50, State-not_home, Trigger-Sig Loc Change@6:08:50, LastLoc-6:09:02, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:11:25p	Away	Away	3 min	-	2.68 mi	iOSApp Monitor > Trigger-Siri@6:11:21 (4s ago), State-not_home@6:08:50 (2m35s ago), GPS-(55.933807, -3.098823/4.757230408968614m), LastiC3UpdtTime-6:08:55, WillUpdate-True, Trigger Change-Siri
richards_iphone	6:11:25p	Away	Away	3 min	-	2.68 mi	iOSApp Trigger Change detected > Siri
richards_iphone	6:11:25p	Away	Away	3 min	-	2.68 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-not_home, Trigger-Siri, LastLoc-6:11:21, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:11:25p	Away	Away	3 min	-	2.68 mi	iOS App update started (Siri)
richards_iphone	6:11:25p	Away	Away	3 min	-	2.68 mi	Selected Zone > Away > Gym-7.22km/r45, MumDad-3.77km/r45, ProjectStrengthFitness-2.76km/r45, Work-4.07km/r45, Home-4.31km/r100, Stationary-4.94km/r1
richards_iphone	6:11:32p	Away	Away	3 min	-	2.68 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:11:32p	Away	Away	3 min	-	2.68 mi	Stat Zone Movement > TotalMoved-0m, Timer-6:16:55, TimerLeft- 330.0 secs, TimerExpired-FalseUnderMoveLimit-True, DistFmZone-4.31km
richards_iphone	6:11:32p	Away	Away	3 min	-	2.68 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-left_zone, DistFmZone-4.31km, LastDistFmZone-2.68km, DistFmZoneMoved-1.63km, DistFmLastPollMoved-0m
richards_iphone	6:11:32p	Away	Away	3 min	-	2.68 mi	Results: From-Home > CurrZone-Away, GPS-(55.933807, -3.098823/4.757230408968614m), Interval-3 min (3-<5km,6-Away(<3min)), Dist-2.68 mi, NextUpdt-6:14:30, LocationTime-6:08:50 (11 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:16:55 (0m)
richards_iphone	6:11:33p	Away	Away	3 min	-	2.68 mi	IOS App update complete
richards_iphone	6:11:35p	Away	Away	3 min	-	2.68 mi	iOSApp Monitor > Trigger-Siri@6:11:21 (14s ago), State-not_home@6:08:50 (2m45s ago), GPS-(55.933807, -3.098823/4.757230408968614m), LastiC3UpdtTime-6:11:25, WillUpdate-False, Already Processed
richards_iphone	6:11:35p	Away	Away	3 min	-	2.68 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@6:08:50, State-not_home, Trigger-Siri@6:08:50, LastLoc-6:11:32, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:14:05p	Away	Away	3 min	-	2.68 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:14:04 (1s ago), State-not_home@6:08:50 (5m15s ago), GPS-(55.933807, -3.098823/4.757230408968614m), LastiC3UpdtTime-6:11:25, WillUpdate-True, Trigger Change-Sig Loc Change
richards_iphone	6:14:05p	Away	Away	3 min	-	2.68 mi	iOSApp Trigger Change detected > Sig Loc Change
richards_iphone	6:14:05p	Away	Away	3 min	-	2.68 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Sig Loc Change, State-not_home, Trigger-Sig Loc Change, LastLoc-6:14:04, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:14:05p	Away	Away	3 min	-	2.68 mi	iOS App update started (Sig Loc Change)
richards_iphone	6:14:05p	Away	Away	3 min	-	2.68 mi	Selected Zone > Away > Gym-7.22km/r45, MumDad-3.77km/r45, ProjectStrengthFitness-2.76km/r45, Work-4.07km/r45, Home-4.31km/r100, Stationary-4.94km/r1
richards_iphone	6:14:11p	Away	Away	3 min	-	2.68 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:14:11p	Away	Away	3 min	-	2.68 mi	Stat Zone Movement > TotalMoved-0m, Timer-6:16:55, TimerLeft- 170.0 secs, TimerExpired-FalseUnderMoveLimit-True, DistFmZone-4.31km
richards_iphone	6:14:11p	Away	Away	3 min	-	2.68 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-4.31km, LastDistFmZone-2.68km, DistFmZoneMoved-1.63km, DistFmLastPollMoved-0m
richards_iphone	6:14:11p	Away	Away	3 min	-	2.68 mi	Results: From-Home > CurrZone-Away, GPS-(55.933807, -3.098823/4.757230408968614m), Interval-3 min (3-<5km,6-Away(<3min)), Dist-2.68 mi, NextUpdt-6:17:00, LocationTime-6:08:50 (7 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:16:55 (0m)
richards_iphone	6:14:11p	Away	Away	3 min	-	2.68 mi	IOS App update complete
richards_iphone	6:14:15p	Away	Away	3 min	-	2.68 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:14:04 (11s ago), State-not_home@6:14:06 (9s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:14:05, WillUpdate-False, Already Processed
richards_iphone	6:14:15p	Away	Away	3 min	-	2.68 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@6:08:50, State-not_home, Trigger-Sig Loc Change@6:08:50, LastLoc-6:14:11, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:16:55p	Away	Away	3 min	-	2.68 mi	Move into Stationary Zone Timer reached > richards_iphone, Expired-6:16:55
richards_iphone	6:16:55p	Away	Away	3 min	-	2.68 mi	Old Location or Poor GPS (#1) > LocTime-6:14:11 (2.7 min ago), GPS-(55.933807, -3.098823/4.757230408968614m), OldLocThreshold-1 min
richards_iphone	6:16:55p	Away	Away	3 min	-	2.68 mi	Device Monitor > UpdateMethod-ICLOUD, UpdateReason-OldLoc PoorGPS, State-not_home, Trigger-MoveIntoStatZone, LastLoc-6:14:11, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:16:55p	Away	Away	3 min	-	2.68 mi	iOS App update started (OldLoc PoorGPS)
richards_iphone	6:16:55p	Away	Away	3 min	-	2.68 mi	Selected Zone > Away > Gym-7.22km/r45, MumDad-3.77km/r45, ProjectStrengthFitness-2.76km/r45, Work-4.07km/r45, Home-4.31km/r100, Stationary-4.94km/r1
richards_iphone	6:17:01p	Away	Away	3 min	-	2.68 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:17:01p	Away	Away	3 min	-	2.68 mi	Stat Zone Movement > TotalMoved-0m, Timer-6:16:55, TimerLeft- 0.0 secs, TimerExpired-TrueUnderMoveLimit-True, DistFmZone-4.31km
richards_iphone	6:17:01p	Away	Away	3 min	-	2.68 mi	Distance Data > DirOfTrav-stationary, LastDirOfTrav-AwayFrom, DistFmZone-4.31km, LastDistFmZone-2.68km, DistFmZoneMoved-1.63km, DistFmLastPollMoved-0m
richards_iphone	6:17:01p	Away	Away	3 min	-	2.68 mi	Moving Into Stationary Zone > richards_iphone_stationary, GPS-(55.933807, -3.098823), DistFromHome-4.31km, StationarySince-6:08:55 (8.1 min ago)
richards_iphone	6:17:01p	Away	Stationary	30 min	-	2.68 mi	Results: From-Home > CurrZone-Stationary, GPS-(55.933807, -3.098823/4.757230408968614m), Interval-30 min (3-<5km,5-Stationary), Dist-2.68 mi, NextUpdt-6:47:00, LocationTime-6:14:11 (2.9 min ago), OldLocThreshold-1.5 min
richards_iphone	6:17:01p	Away	Stationary	30 min	-	2.68 mi	IOS App update complete
richards_iphone	6:17:05p	Away	Stationary	30 min	-	2.68 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:14:04 (3m1s ago), State-not_home@6:14:06 (2m59s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:16:55, WillUpdate-False, Already Processed
richards_iphone	6:17:05p	Away	Stationary	30 min	-	2.68 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-MoveIntoStatZone@6:14:11, State-stationary, Trigger-MoveIntoStatZone@6:14:11, LastLoc-6:17:01, Zone-richards_iphone_stationary, HomeDist-4.31km, inZone-True, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-stationary, StateLastPoll-stationary
richards_iphone	6:17:25p	Away	Stationary	30 min	-	2.68 mi	iOSApp Monitor > Trigger-Siri@6:17:24 (1s ago), State-not_home@6:14:06 (3m19s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:16:55, WillUpdate-True, Trigger Change-Siri
richards_iphone	6:17:25p	Away	Stationary	30 min	-	2.68 mi	iOSApp State Change detected > stationary to not_home
richards_iphone	6:17:25p	Away	Stationary	30 min	-	2.68 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-not_home, Trigger-Siri, LastLoc-6:17:24, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185/35m), StateThisPoll-not_home, StateLastPoll-stationary
richards_iphone	6:17:25p	Away	Stationary	30 min	-	2.68 mi	iOS App update started (Siri)
richards_iphone	6:17:25p	Away	Stationary	30 min	-	2.68 mi	Reset Stationary Zone Location > richards_iphone_stationary, Moved to Base Location-(55.96416, -3.156424), DistFromHome-1.0km
richards_iphone	6:17:25p	Away	Stationary	30 min	-	2.68 mi	Selected Zone > Away > Gym-8.05km/r45, MumDad-5.76km/r45, ProjectStrengthFitness-4.77km/r45, Work-5.38km/r45, Home-5.7km/r100, Stationary-2.13km/r100
richards_iphone	6:17:26p	Away	Away	30 min	-	2.68 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:17:26p	Away	Away	30 min	-	2.68 mi	Stat Zone > Reset Timer, MovedOverLimit-True, ResetTimer-True, Moved-2.13km, Timer-00:00:00,  to 6:25:25
richards_iphone	6:17:26p	Away	Away	30 min	-	2.68 mi	Distance Data > DirOfTrav-left_zone, LastDirOfTrav-in_zone, DistFmZone-5.7km, LastDistFmZone-2.68km, DistFmZoneMoved-3.02km, DistFmLastPollMoved-2.13km
richards_iphone	6:17:26p	Away	Away	3 min	-	3.54 mi	Results: From-Home > CurrZone-Away, GPS-(55.942261, -3.068185/35m), Interval-3 min (2-ExitZone,7-iosAppTrigger), Dist-3.54 mi, NextUpdt-6:20:30, LocationTime-6:14:06 (2 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:25:25 (0m)
richards_iphone	6:17:27p	Away	Away	3 min	-	3.54 mi	IOS App update complete
richards_iphone	6:17:30p	Away	Away	3 min	-	3.54 mi	iOSApp Monitor > Trigger-Siri@6:17:24 (6s ago), State-not_home@6:14:06 (3m24s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:17:25, WillUpdate-False, Already Processed
richards_iphone	6:17:30p	Away	Away	3 min	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@6:14:06, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:17:26, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185/35m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:20:25p	Away	Away	3 min	-	3.54 mi	Requesting iOSApp Location #0 > LastLocTime-6:14:06 (6.3 min ago)
richards_iphone	6:20:25p	Away	Away	3 min	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:17:26, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185/35m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:20:31p	Away	Away	30 sec	-	3.54 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-6:14:06 (6.4 min ago), LastRequested-6:20:25 (5 sec ago), OldLocThreshold-1 min, GPS-(55.942261, -3.068185), NextUpdt-6:21:00, OldLocPoorGpsCnt-#0, DiscardCnt-#52
richards_iphone	6:20:31p	Away	Away	30 sec	-	3.54 mi	Requesting iOSApp Location #1 > LastLocTime-6:14:06 (6.4 min ago), LastRequested-6:20:25 (5 sec ago)
richards_iphone	6:20:35p	Away	Away	30 sec	-	3.54 mi	iOSApp Monitor > Trigger-Siri@6:17:24 (3m11s ago), State-not_home@6:14:06 (6m29s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:20:30, WillUpdate-False, Already Processed
richards_iphone	6:20:35p	Away	Away	30 sec	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@6:14:06, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:20:30, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:20:55p	Away	Away	30 sec	-	3.54 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-6:14:06 (6.8 min ago), LastRequested-6:20:25 (30 sec ago), OldLocThreshold-1 min, GPS-(55.942261, -3.068185), NextUpdt-6:21:30, OldLocPoorGpsCnt-#0, DiscardCnt-#53
richards_iphone	6:20:55p	Away	Away	30 sec	-	3.54 mi	Requesting iOSApp Location #2 > LastLocTime-6:14:06 (6.8 min ago), LastRequested-6:20:25 (30 sec ago)
richards_iphone	6:20:55p	Away	Away	30 sec	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:20:30, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:21:00p	Away	Away	30 sec	-	3.54 mi	iOSApp Monitor > Trigger-Siri@6:17:24 (3m36s ago), State-not_home@6:14:06 (6m54s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:20:55, WillUpdate-False, Already Processed
richards_iphone	6:21:00p	Away	Away	30 sec	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@6:14:06, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:20:55, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:21:25p	Away	Away	30 sec	-	3.54 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-6:14:06 (7.3 min ago), LastRequested-6:20:25 (1 min ago), OldLocThreshold-1 min, GPS-(55.942261, -3.068185), NextUpdt-6:22:00, OldLocPoorGpsCnt-#0, DiscardCnt-#54
richards_iphone	6:21:25p	Away	Away	30 sec	-	3.54 mi	Requesting iOSApp Location #3 > LastLocTime-6:14:06 (7.3 min ago), LastRequested-6:20:25 (1 min ago)
richards_iphone	6:21:25p	Away	Away	30 sec	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:20:55, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:21:30p	Away	Away	30 sec	-	3.54 mi	iOSApp Monitor > Trigger-Siri@6:17:24 (4m6s ago), State-not_home@6:14:06 (7m24s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:21:25, WillUpdate-False, Already Processed
richards_iphone	6:21:30p	Away	Away	30 sec	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@6:14:06, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:21:25, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:21:56p	Away	Away	2 min	-	3.54 mi	Discarded > Requesting iOSApp Location #4 > LastLocTime-6:14:06 (7.8 min ago), LastRequested-6:20:25 (1.5 min ago), OldLocThreshold-1 min, GPS-(55.942261, -3.068185), NextUpdt-6:24:00, OldLocPoorGpsCnt-#0, DiscardCnt-#55
richards_iphone	6:21:56p	Away	Away	2 min	-	3.54 mi	Requesting iOSApp Location #4 > LastLocTime-6:14:06 (7.8 min ago), LastRequested-6:20:25 (1.5 min ago)
richards_iphone	6:21:56p	Away	Away	2 min	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:21:25, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:22:00p	Away	Away	2 min	-	3.54 mi	iOSApp Monitor > Trigger-Siri@6:17:24 (4m36s ago), State-not_home@6:14:06 (7m54s ago), GPS-(55.942261, -3.068185/35m), LastiC3UpdtTime-6:21:55, WillUpdate-False, Already Processed
richards_iphone	6:22:00p	Away	Away	2 min	-	3.54 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@6:14:06, State-not_home, Trigger-Siri@6:14:06, LastLoc-6:21:55, Zone-not_home, HomeDist-5.7km, inZone-False, GPS-(55.942261, -3.068185), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:22:35p	Away	Away	2 min	-	3.54 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:22:34 (1s ago), State-not_home@6:22:33 (2s ago), GPS-(55.940033, -3.061254/4.718416251920858m), LastiC3UpdtTime-6:21:55, WillUpdate-True, Trigger Change-Sig Loc Change
richards_iphone	6:22:35p	Away	Away	2 min	-	3.54 mi	iOSApp Trigger Change detected > Sig Loc Change
richards_iphone	6:22:35p	Away	Away	2 min	-	3.54 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Sig Loc Change, State-not_home, Trigger-Sig Loc Change, LastLoc-6:22:34, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254/4.718416251920858m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:22:35p	Away	Away	2 min	-	3.54 mi	iOS App update started (Sig Loc Change)
richards_iphone	6:22:35p	Away	Away	2 min	-	3.54 mi	Selected Zone > Away > Gym-8.55km/r45, MumDad-6.16km/r45, ProjectStrengthFitness-5.15km/r45, Work-5.87km/r45, Home-6.18km/r100, Stationary-6.52km/r1
richards_iphone	6:22:41p	Away	Away	2 min	-	3.54 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:22:41p	Away	Away	2 min	-	3.54 mi	Stat Zone > Reset Timer, MovedOverLimit-True, Moved-500m, Timer-6:25:25,  to 6:30:35
richards_iphone	6:22:41p	Away	Away	2 min	-	3.54 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-left_zone, DistFmZone-6.18km, LastDistFmZone-3.54km, DistFmZoneMoved-2.64km, DistFmLastPollMoved-500m
richards_iphone	6:22:41p	Away	Away	3 min	-	3.84 mi	Results: From-Home > CurrZone-Away, GPS-(55.940033, -3.061254/4.718416251920858m), Interval-3 min (3-<8km,6-Away(<3min)), Dist-3.84 mi, NextUpdt-6:25:30, LocationTime-6:22:33 (8 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:30:35 (0m)
richards_iphone	6:22:42p	Away	Away	3 min	-	3.84 mi	IOS App update complete
richards_iphone	6:22:45p	Away	Away	3 min	-	3.84 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:22:34 (11s ago), State-not_home@6:22:33 (12s ago), GPS-(55.940033, -3.061254/4.718416251920858m), LastiC3UpdtTime-6:22:35, WillUpdate-False, Already Processed
richards_iphone	6:22:45p	Away	Away	3 min	-	3.84 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@6:22:33, State-not_home, Trigger-Sig Loc Change@6:22:33, LastLoc-6:22:41, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254/4.718416251920858m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:25:25p	Away	Away	3 min	-	3.84 mi	Requesting iOSApp Location #0 > LastLocTime-6:22:33 (2.9 min ago)
richards_iphone	6:25:25p	Away	Away	3 min	-	3.84 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@6:22:33, LastLoc-6:22:41, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254/4.718416251920858m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:25:30p	Away	Away	30 sec	-	3.84 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-6:22:33 (3 min ago), LastRequested-6:25:25 (5 sec ago), OldLocThreshold-1 min, GPS-(55.940033, -3.061254), NextUpdt-6:26:00, OldLocPoorGpsCnt-#0, DiscardCnt-#56
richards_iphone	6:25:30p	Away	Away	30 sec	-	3.84 mi	Requesting iOSApp Location #1 > LastLocTime-6:22:33 (3 min ago), LastRequested-6:25:25 (5 sec ago)
richards_iphone	6:25:35p	Away	Away	30 sec	-	3.84 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:22:34 (3m1s ago), State-not_home@6:22:33 (3m2s ago), GPS-(55.940033, -3.061254/4.718416251920858m), LastiC3UpdtTime-6:25:30, WillUpdate-False, Already Processed
richards_iphone	6:25:35p	Away	Away	30 sec	-	3.84 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@6:22:33, State-not_home, Trigger-Sig Loc Change@6:22:33, LastLoc-6:25:30, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:25:55p	Away	Away	30 sec	-	3.84 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-6:22:33 (3.4 min ago), LastRequested-6:25:25 (30 sec ago), OldLocThreshold-1 min, GPS-(55.940033, -3.061254), NextUpdt-6:26:30, OldLocPoorGpsCnt-#0, DiscardCnt-#57
richards_iphone	6:25:55p	Away	Away	30 sec	-	3.84 mi	Requesting iOSApp Location #2 > LastLocTime-6:22:33 (3.4 min ago), LastRequested-6:25:25 (30 sec ago)
richards_iphone	6:25:55p	Away	Away	30 sec	-	3.84 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@6:22:33, LastLoc-6:25:30, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:26:00p	Away	Away	30 sec	-	3.84 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:22:34 (3m26s ago), State-not_home@6:22:33 (3m27s ago), GPS-(55.940033, -3.061254/4.718416251920858m), LastiC3UpdtTime-6:25:55, WillUpdate-False, Already Processed
richards_iphone	6:26:00p	Away	Away	30 sec	-	3.84 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@6:22:33, State-not_home, Trigger-Sig Loc Change@6:22:33, LastLoc-6:25:55, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:26:20p	Away	Away	30 sec	-	3.84 mi	iOSApp Monitor > Trigger-Siri@6:26:16 (4s ago), State-not_home@6:22:33 (3m47s ago), GPS-(55.940033, -3.061254/4.718416251920858m), LastiC3UpdtTime-6:25:55, WillUpdate-True, Trigger Change-Siri
richards_iphone	6:26:20p	Away	Away	30 sec	-	3.84 mi	iOSApp Trigger Change detected > Siri
richards_iphone	6:26:20p	Away	Away	30 sec	-	3.84 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-not_home, Trigger-Siri, LastLoc-6:26:16, Zone-not_home, HomeDist-6.18km, inZone-False, GPS-(55.940033, -3.061254/4.718416251920858m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:26:20p	Away	Away	30 sec	-	3.84 mi	iOS App update started (Siri)
richards_iphone	6:26:20p	Away	Away	30 sec	-	3.84 mi	Selected Zone > Away > Gym-8.55km/r45, MumDad-6.16km/r45, ProjectStrengthFitness-5.15km/r45, Work-5.87km/r45, Home-6.18km/r100, Stationary-6.52km/r1
